Datalog version 1.0,Metric,ID=75 mm,OD=80 mm,  64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,Commands,Supply V,Supply I,Restart,M1 pos,M1 speed,M1 I,M1 status,M1 error,M2 pos,M2 speed,M2 I,M2 status,M2 error,M3 pos,M3 speed,M3 I,M3 status,M3 error,M4 pos,M4 speed,M4 I,M4 status,M4 error,Temp int,Temp ext,Noise,Head V,30 V,Stretch,Torque,M1 err,M2 err,M3 err,M4 err,Debug, ,
Datalog version 1.0,Metric,ID=75 mm,OD=80 mm,  47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,Commands,Supply V,Supply I,Restart,M1 pos,M1 speed,M1 I,M1 status,M1 error,M2 pos,M2 speed,M2 I,M2 status,M2 error,M3 pos,M3 speed,M3 I,M3 status,M3 error,M4 pos,M4 speed,M4 I,M4 status,M4 error,Temp int,Temp ext,Noise,Head V,30 V,Stretch,Torque,M1 err,M2 err,M3 err,M4 err,Debug, ,
,09:28:35,,321,  98,,155.45,-5050,93,19,,,,,0,,,,,0,,,,,0,,,,70,298,24,,,,,,,,, 
,09:28:35,,322,  99,,155.24,-5150,87,19,,,,,0,,,,,0,,,,,0,,,22,69,298,24,,,,,,,,, 
,09:28:36,,319,  98,,155.04,-4900,90,19,,,,,0,,,,,0,,,,,0,,,,69,298,24,,,,,,,,, 
,09:28:36,,321,  98,,154.83,-5000,87,19,,,,,0,,,,,0,,,,,0,,,,70,298,24,,,,,1,,,,
,09:28:37,,318, 100,,154.62,-5050,90,19,,,,,0,,,,,0,,,,,0,,,,70,298,24,,,,,,,,, 
,09:28:38,,322,  98,,154.41,-4900,90,19,,,,,0,,,,,0,,,,,0,,27,,70,294,24,,,,,,,,, 
,09:28:38,,325,  98,,154.20,-5000,84,19,,,,,0,,,,,0,,,,,0,,,,69,298,24,,,,,,,,, 
,09:28:39,,319,  99,,153.99,-4900,87,19,,,,,0,,,,,0,,,,,0,,,23,70,298,24,,,,,,,,, 
,09:28:39,,318,  99,,153.78,-4900,90,19,,,,,0,,,,,0,,,,,0,,,,69,298,24,,,,,,,,, 
,09:28:40,,321,  99,,153.57,-5050,90,19,,,,,0,,,,,0,,,,,0,,,,70,298,24,,,,,,1,,,
,09:28:41,,321, 101,,153.36,-5150,87,19,,,,,0,,,,,0,,,,,0,,,,69,298,24,,,,,,,,, 
,09:28:41,,317, 100,,153.36,-4850,99,19,,,,,0,,,,,0,,,,,0,,27,,70,298,24,,,,,,,,, 
,09:28:42,,328, 102,,153.14,-4850,99,19,,,,,0,,,,,0,,,,,0,,,,69,298,24,,,,,,,,, 
,09:28:42,,317, 102,,152.93,-4850,99,19,,,,,0,,,,,0,,,,,0,,,22,69,298,24,,,,,,,,, 
,09:28:43,,328, 106,,152.71,-4550,123,19,,,,,0,,,,,0,,,,,0,,,,69,294,24,,,,,,,,,
,09:28:44,,318, 110,,152.50,-4350,162,19,,,,,0,,,,,0,,,,,0,,,,69,294,24,,,2,,,,,, 
,09:28:44,,321, 108,,152.28,-4600,123,19,,,,,0,,,,,0,,,,,0,,,,70,294,24,,,,,,,,,
,09:28:45,,319, 105,,152.06,-5100,105,19,,,,,0,,,,,0,,,,,0,,28,,69,298,24,,,,,,,,,
,09:28:45,,319, 104,,151.84,-5050,108,19,,,,,0,,,,,0,,,,,0,,,,69,298,24,,,,,,,,,
,,M1 speed 0,328, 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,M2 speed 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,,M3 speed 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,,M4 speed 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,09:28:46,,,,,151.62,-5150,102,19,,,,,0,,,,,0,,,,,0,,,19,70,298,24,,,,,,,,, 
,09:28:46,,,,,151.40,-5200,96,19,,,,,0,,,,,0,,,,,0,,,,70,294,24,,,,,,,,,
,09:28:46,,321, 102,,151.40,-4850,96,19,,,,,0,,,,,0,,,,,0,,,,70,298,24,,,,9,,,,,
,09:28:48,,317,  96,,150.95,-3800,87,17,,,,,0,,,,,0,,,,,0,,23,,70,298,24,,,,,,,,, 
,09:28:48,,324,  93,,150.73,-2200,78,17,,,,,0,,,,,0,,,,,0,,,,69,302,24,,,,,,,,, 
Datalog version 1.0,Metric,ID=158 mm,OD=179 mm,  91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,Commands,Supply V,Supply I,Restart,M1 pos,M1 speed,M1 I,M1 status,M1 error,M2 pos,M2 speed,M2 I,M2 status,M2 error,M3 pos,M3 speed,M3 I,M3 status,M3 error,M4 pos,M4 speed,M4 I,M4 status,M4 error,Temp int,Temp ext,Noise,Head V,30 V,Stretch,Torque,M1 err,M2 err,M3 err,M4 err,Debug, ,
2012/11/01,09:28:49,,,  90,,150.73,-1150,66,17,,,,,0,,,,,0,,,,,0,,,19,70,302,25,,,,,,,,,
,09:28:50,,321,  87,,150.73,-850,54,17,,,,,0,,,,,0,,,,,0,,,,70,302,25,,,,,,,,,
,09:28:50,,321,  83,,150.73,0,0,8,2,,,,0,,,,,0,,,,,0,,,,70,314,30,,,,,1,,,, 
,09:28:50,,325,  82,,,,,0,,,,,0,,,,,0,,,,,0,,27,,70,314,30,,,,,,,,, 
,09:28:51,,318,  79,,,,,0,,,,,0,,,,,0,,,,,0,,,22,70,318,30,,,,,,,,, 
,09:28:52,,321,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,318,30,,,,,,1,,,
,09:28:52,,321,  77,,,,,0,,,,,0,,,,,0,,,,,0,,19,,69,318,30,,,,,,,,, 
,09:28:53,,321,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,22,69,318,30,,,,,,,,, 
,09:28:53,,,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,318,30,,,2,,,,,, 
,09:28:54,,322,  77,,,,,0,,,,,0,,,,,0,,,,,0,,27,,69,318,30,,,,,,,,, 
,09:28:54,,328,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,22,69,318,30,,,,,,,,, 
,,Force M1 uplink ,328,  78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,09:28:54,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,318,30,,,,9,,,,, 
,09:28:55,,317,  77,,,,,0,,,,,0,,,,,0,,,,,0,,27,,69,318,30,,,,,,,,, 
,09:28:55,,321,  77,,150.73,0,0,0,,,,,,,,,,,,,,,,,,,68,318,30,,,,,,,,,
,09:28:56,,330,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,22,69,318,30,,,,,,,,, 
,09:28:57,,310,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,318,30,,,,,1,,,,
,09:28:57,,328,  77,,,,,0,,,,,0,,,,,0,,,,,0,,21,,70,314,30,,,,,,,,, 
,,M1 speed 5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,09:28:58,,323,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,22,70,318,30,,,,,,,,, 
,09:28:59,,321,  76,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,318,30,,,,,,1,,,
,09:28:59,,312,  79,,150.73,0,0,8,,,,,0,,,,,0,,,,,0,,,,69,318,30,,,,,,,,, 
,09:29:00,,321,  81,,150.73,50,12,16,,,,,0,,,,,0,,,,,0,,28,,69,310,27,,,,,,,,,
,09:29:01,,322,  85,,150.73,50,48,16,,,,,0,,,,,0,,,,,0,,,,69,306,25,,,,,,,,,
,09:29:01,,322,  90,,150.73,50,99,16,,,,,0,,,,,0,,,,,0,,,19,70,302,24,,,,,,,,,
,09:29:02,,324,  96,,150.73,50,159,16,,,,,0,,,,,0,,,,,0,,,,69,298,24,,,,,,,,, 
,09:29:02,,318, 103,,150.73,50,228,16,,,,,0,,,,,0,,,,,0,,,,69,294,24,,,2,,,,,,
,09:29:03,,318, 124,,150.73,50,351,16,,,,,0,,,,,0,,,,,0,,,,69,290,24,,,,,,,,, 
,09:29:04,,321, 142,,150.73,50,654,16,,,,,0,,,,,0,,,,,0,,27,,69,283,23,,,,,,,,, 
,09:29:04,,321, 142,,150.73,50,651,16,,,,,0,,,,,0,,,,,0,,,,69,283,23,,,,,,,,, 
,09:29:05,,330, 148,,150.73,50,654,16,,,,,0,,,,,0,,,,,0,,,21,69,283,23,,,,,,,,, 
,09:29:05,,321, 152,,150.73,150,534,16,,,,,0,,,,,0,,,,,0,,,,71,283,23,,,,,,,,,
,09:29:06,,318, 154,,150.73,450,552,16,,,,,0,,,,,0,,,,,0,,,,70,283,24,,,,9,,,,, 
,09:29:07,,330, 156,,150.73,850,621,16,,,,,0,,,,,0,,,,,0,,,,70,283,24,,,,,,,,,
,09:29:07,,319, 160,,150.73,1150,651,16,,,,,0,,,,,0,,,,,0,,28,,70,283,23,,,,,,,,, 
,09:29:08,,318, 166,,150.73,1500,648,16,,,,,0,,,,,0,,,,,0,,,,70,283,23,,,,,,,,, 
,09:29:08,,328, 166,,150.95,1850,621,16,,,,,0,,,,,0,,,,,0,,,6,70,279,23,,,,,,,,,
,09:29:09,,321, 153,,150.95,2000,489,16,,,,,0,,,,,0,,,,,0,,,,69,287,23,,,,,,,,, 
,09:29:10,,321, 135,,150.95,2000,267,16,,,,,0,,,,,0,,,,,0,,,,69,290,24,,,,,1,,,,
,09:29:10,,328, 127,,151.17,1750,249,16,,,,,0,,,,,0,,,,,0,,,,70,290,24,,,,,,,,, 
,09:29:11,,328, 127,,151.17,2000,249,16,,,,,0,,,,,0,,,,,0,,27,,70,290,24,,,,,,,,, 
,09:29:12,,317, 131,,151.17,2950,264,16,,,,,0,,,,,0,,,,,0,,,,69,287,24,,,,,,,,, 
,09:29:12,,330, 135,,151.40,3800,270,16,,,,,0,,,,,0,,,,,0,,,20,70,287,24,,,,,,,,, 
,09:29:13,,324, 140,,151.62,4300,267,16,,,,,0,,,,,0,,,,,0,,,,69,287,23,,,,,,,,, 
,09:29:13,,321, 140,,151.84,4550,252,16,,,,,0,,,,,0,,,,,0,,,,69,287,24,,,,,,1,,,
,09:29:14,,321, 141,,151.84,4650,249,16,,,,,0,,,,,0,,,,,0,,,,69,287,24,,,,,,,,, 
,09:29:15,,321, 141,,152.06,4650,252,16,,,,,0,,,,,0,,,,,0,,26,,70,287,23,,,,,,,,, 
,09:29:15,,322, 140,,152.28,4800,246,18,,,,,0,,,,,0,,,,,0,,,,69,283,24,,,,,,,,, 
,09:29:16,,330, 138,,152.50,4600,243,18,,,,,0,,,,,0,,,,,0,,,21,70,287,24,,,,,,,,, 
,09:29:16,,328, 141,,152.71,5050,243,18,,,,,0,,,,,0,,,,,0,,,,69,287,24,,,,,,,,, 
,09:29:17,,324, 141,,152.93,4800,261,18,,,,,0,,,,,0,,,,,0,,,,70,287,23,,,2,,,,,,
,09:29:18,,321, 140,,153.14,4850,252,18,,,,,0,,,,,0,,,,,0,,,,70,287,24,,,,,,,,, 
,09:29:18,,321, 140,,153.36,5100,249,18,,,,,0,,,,,0,,,,,0,,27,,69,287,24,,,,,,,,, 
,09:29:19,,322, 140,,153.57,5050,249,18,,,,,0,,,,,0,,,,,0,,,,69,287,24,,,,,,,,, 
,09:29:19,,328, 142,,153.78,5050,252,18,,,,,0,,,,,0,,,,,0,,,19,70,287,23,,,,,,,,, 
,09:29:20,,328, 141,,153.99,4850,246,18,,,,,0,,,,,0,,,,,0,,,,70,287,24,,,,,,,,, 
,09:29:21,,321, 140,,154.20,4900,249,18,,,,,0,,,,,0,,,,,0,,,,70,287,24,,,,10,,,,, 
,09:29:21,,321, 140,,154.20,4950,252,18,,,,,0,,,,,0,,,,,0,,,,70,287,24,,,,,,,,, 
,09:29:22,,322, 143,,154.41,4600,255,18,,,,,0,,,,,0,,,,,0,,24,,70,287,24,,,,,,,,, 
,09:29:22,,317, 142,,154.62,5050,267,18,,,,,0,,,,,0,,,,,0,,,,70,287,24,,,,,,,,, 
,09:29:23,,321, 141,,154.83,4850,243,18,,,,,0,,,,,0,,,,,0,,,19,70,287,23,,,,,,,,, 
,09:29:24,,317, 144,,155.04,5100,246,18,,,,,0,,,,,0,,,,,0,,,,69,287,24,,,,,,,,, 
,09:29:24,,321, 143,,155.24,5000,261,18,,,,,0,,,,,0,,,,,0,,,,69,287,24,,,,,1,,,,
,09:29:25,,328, 143,,155.45,4950,249,18,,,,,0,,,,,0,,,,,0,,,,70,287,24,,,,,,,,, 
,09:29:25,,325, 145,,155.65,5100,255,18,,,,,0,,,,,0,,,,,0,,25,,70,287,24,,,,,,,,, 
,09:29:26,,318, 148,,155.85,4900,276,18,,,,,0,,,,,0,,,,,0,,,,70,283,24,,,,,,,,, 
,09:29:27,,317, 155,,156.05,4900,309,18,,,,,0,,,,,0,,,,,0,,,20,70,283,24,,,,,,,,, 
,09:29:27,,321, 159,,156.25,4900,327,18,,,,,0,,,,,0,,,,,0,,,,70,283,23,,,,,,,,, 
,09:29:28,,319, 160,,156.45,5000,330,18,,,,,0,,,,,0,,,,,0,,,,69,283,23,,,,,,1,,,
,09:29:28,,321, 161,,156.45,4900,330,18,,,,,0,,,,,0,,,,,0,,,,70,283,23,,,,,,,,, 
,09:29:29,,321, 162,,156.65,5000,324,18,,,,,0,,,,,0,,,,,0,,27,,70,283,24,,,,,,,,, 
,09:29:30,,317, 162,,156.85,4900,345,18,,,,,0,,,,,0,,,,,0,,,,70,283,23,,,,,,,,, 
,09:29:30,,324, 163,,157.05,4900,321,18,,,,,0,,,,,0,,,,,0,,,20,70,283,24,,,,,,,,, 
,09:29:31,,318, 160,,157.24,4900,327,18,,,,,0,,,,,0,,,,,0,,,,70,283,24,,,,,,,,, 
,09:29:31,,321, 161,,157.44,4950,324,18,,,,,0,,,,,0,,,,,0,,,,70,283,24,,,2,,,,,,
,09:29:32,,317, 160,,157.63,4950,324,18,,,,,0,,,,,0,,,,,0,,,,69,283,23,,,,,,,,, 
,09:29:33,,321, 160,,157.82,4600,327,18,,,,,0,,,,,0,,,,,0,,26,,70,283,24,,,,,,,,, 
,09:29:33,,322, 161,,158.02,5000,321,18,,,,,0,,,,,0,,,,,0,,,,70,283,23,,,,,,,,, 
,09:29:34,,317, 163,,158.21,5000,333,18,,,,,0,,,,,0,,,,,0,,,20,70,283,24,,,,,,,,, 
,09:29:34,,321, 164,,158.40,5000,351,18,,,,,0,,,,,0,,,,,0,,,,70,279,24,,,,,,,,, 
,09:29:35,,321, 164,,158.59,5100,333,18,,,,,0,,,,,0,,,,,0,,,,69,283,24,,,,10,,,,, 
,09:29:35,,330, 166,,158.59,5050,336,18,,,,,0,,,,,0,,,,,0,,,,69,283,23,,,,,,,,, 
,09:29:36,,319, 170,,158.77,4900,357,18,,,,,0,,,,,0,,,,,0,,25,,70,279,23,,,,,,,,, 
,09:29:37,,328, 173,,158.96,4900,360,18,,,,,0,,,,,0,,,,,0,,,,69,279,23,,,,,,,,, 
,09:29:37,,328, 181,,159.15,4900,387,18,,,,,0,,,,,0,,,,,0,,,20,70,279,24,,,,,,,,, 
,09:29:38,,323, 194,,159.33,4850,459,18,,,,,0,,,,,0,,,,,0,,,,70,271,23,,,,,,,,, 
,09:29:38,,323, 212,,159.52,4350,531,18,,,,,0,,,,,0,,,,,0,,,,69,271,23,,,,,1,,,,
,09:29:39,,321, 178,,159.70,4700,534,18,,,,,0,,,,,0,,,,,0,,,,69,263,24,,,,,,,,, 
,09:29:40,,312, 131,,159.70,0,0,8,7,,,,0,,,,,0,,,,,0,,27,,69,318,30,,,,,,,,,
,09:29:40,,, 110,,,,,0,,,,,0,,,,,0,,,,,0,,,22,69,314,30,,,,,,,,,
,09:29:40,,321,  93,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,318,30,,,,,,1,,,
,09:29:41,,321,  84,,,,,0,,,,,0,,,,,0,,,,,0,,27,,70,314,30,,,,,,,,, 
,09:29:41,,318,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,23,69,318,30,,,,,,,,, 
,09:29:42,,321,  78,,,,,0,,,,,0,,,,,0,,,,,0,,,,68,318,30,,,2,,,,,,
,09:29:42,,321,  77,,,,,0,,,,,0,,,,,0,,,,,0,,27,,69,318,30,,,,,,,,, 
,09:29:43,,321,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,22,69,318,30,,,,,,,,, 
,09:29:44,,319,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,314,30,,,,14,,,,, 
,09:29:44,,322,  77,,,,,0,,,,,0,,,,,0,,,,,0,,28,,69,318,30,,,,,,,,, 
,09:29:45,,322,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,22,69,318,30,,,,,,,,, 
,09:29:46,,318,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,318,30,,,,,1,,,,
,09:29:46,,318,  77,,,,,0,,,,,0,,,,,0,,,,,0,,30,,68,318,30,,,,,,,,, 
,09:29:47,,322,  78,,,,,0,,,,,0,,,,,0,,,,,0,,,22,69,318,30,,,,,,,,, 
,09:29:48,,322,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,318,30,,,,,,1,,,
Datalog version 1.0,Metric,ID=158 mm,OD=179 mm,  78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,Commands,Supply V,Supply I,Restart,M1 pos,M1 speed,M1 I,M1 status,M1 error,M2 pos,M2 speed,M2 I,M2 status,M2 error,M3 pos,M3 speed,M3 I,M3 status,M3 error,M4 pos,M4 speed,M4 I,M4 status,M4 error,Temp int,Temp ext,Noise,Head V,30 V,Stretch,Torque,M1 err,M2 err,M3 err,M4 err,Debug, ,
2012/11/01,09:29:48,,318,  77,,,,,0,,,,,0,,,,,0,,,,,0,,27,,69,318,30,,,,,,,,, 
,09:29:49,,321,  78,,,,,0,,,,,0,,,,,0,,,,,0,,,15,69,318,30,,,,,,,,, 
,09:29:49,,317,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,318,30,,,2,,,,,,
,09:29:50,,321,  77,,,,,0,,,,,0,,,,,0,,,,,0,,31,,68,314,30,,,,,,,,, 
,09:29:51,,317,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,21,70,318,30,,,,,,,,, 
,09:29:51,,322,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,,70,314,30,,,,14,,,,, 
,09:29:52,,,  77,,,,,0,,,,,0,,,,,0,,,,,0,,27,,69,318,30,,,,,,,Test cutter speed = 0,, 
,09:29:52,,318,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,12,68,318,30,,,,,,,,, 
,09:29:53,,,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,318,30,,,,,1,,Test cutter speed = 0,,
,09:29:53,,328,  78,,,,,0,,,,,0,,,,,0,,,,,0,,27,,68,314,30,,,,,,,,, 
,09:29:53,,322,  78,,,,,0,,,,,0,,,,,0,,,,,0,,,22,71,318,30,,,,,,,Test cutter speed = 0,,
,09:29:54,,316,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,314,30,,,,,,1,,,
,09:29:55,,318,  77,,,,,0,,,,,0,,,,,0,,,,,0,,23,,69,318,30,,,,,,,,, 
,,Force M2 uplink ,318,  77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,09:29:55,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,22,69,318,30,,,,,,,,,
,09:29:55,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,314,30,,,2,,,,,, 
,09:29:56,,318,  77,,,,,0,,,,,0,,,,,0,,,,,0,,27,,69,318,30,,,,,,,,, 
,09:29:56,,328,  78,,,,,,,8704,0,0,0,,,,,,,,,,,,,,69,314,30,,,,,,,,,
,09:29:57,,319,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,19,68,318,30,,,,,,,,, 
,09:29:58,,317,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,318,30,,,,14,,,,, 
,,M2 speed 6800,310,  78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,09:29:58,,,,,,,,0,,,,,0,,,,,0,,,,,0,,27,,70,314,30,,,,,,,,,
,09:29:59,,319,  77,,,,,0,,,,,0,,,,,0,,,,,0,,,19,69,318,30,,,,,,,,, 
,09:30:00,,320,  79,,,,,0,,8704,400,0,16,,,,,0,,,,,0,,,,69,318,30,,,,,,,Test cutter speed = 0,, 
,09:30:00,,322,  82,,,,,0,,8704,400,9,16,,,,,0,,,,,0,,,,69,314,30,,,,,1,,Test cutter speed = 400,,
,09:30:01,,321,  89,,,,,0,,8704,400,18,16,,,,,0,,,,,0,,,,70,314,30,,,,,,,Test cutter speed = 400,,
,09:30:01,,317,  98,,,,,0,,8704,400,45,16,,,,,0,,,,,0,,27,,69,302,30,,,,,,,Test cutter speed = 400,,
,09:30:02,,317, 110,,,,,0,,8704,400,100,16,,,,,0,,,,,0,,,,69,294,30,,,,,,,Test cutter speed = 400,, 
,09:30:03,,319, 120,,,,,0,,8704,400,145,16,,,,,0,,,,,0,,,19,69,302,31,,,,,,,Test cutter speed = 400,, 
,09:30:03,,321, 129,,,,,0,,8704,400,245,16,,,,,0,,,,,0,,,,69,294,30,,,,,,,Test cutter speed = 400,, 
,09:30:04,,317, 135,,,,,0,,8704,400,254,16,,,,,0,,,,,0,,,,69,306,30,,,,,,1,Test cutter speed = 400,,
,09:30:04,,320, 139,,,,,0,,8704,400,191,16,,,,,0,,,,,0,,,,68,290,30,,,,,,,Test cutter speed = 400,, 
,09:30:05,,328, 144,,,,,0,,8704,600,182,16,,,,,0,,,,,0,,27,,69,326,30,,,,,,,Test cutter speed = 400,, 
,09:30:06,,330, 152,,,,,0,,8704,1000,200,16,,,,,0,,,,,0,,,,69,287,30,,,,,,,Test cutter speed = 600,,
,09:30:06,,318, 156,,,,,0,,8768,1400,227,16,,,,,0,,,,,0,,,22,69,283,30,,,,,,,Test cutter speed = 1000,, 
,09:30:07,,319, 164,,,,,0,,8768,1600,227,16,,,,,0,,,,,0,,,,70,283,30,,,,,,,Test cutter speed = 1400,, 
,09:30:07,,324, 162,,,,,0,,8768,2000,172,16,,,,,0,,,,,0,,,,70,287,30,,,2,,,,Test cutter speed = 1600,,
,09:30:08,,323, 156,,,,,0,,8832,2000,136,16,,,,,0,,,,,0,,,,70,294,30,,,,,,,Test cutter speed = 2000,, 
,09:30:09,,317, 144,,,,,0,,8832,2000,82,16,,,,,0,,,,,0,,27,,69,302,30,,,,,,,Test cutter speed = 2000,,
,09:30:09,,321, 136,,,,,0,,8832,1800,54,16,,,,,0,,,,,0,,,,69,294,30,,,,,,,Test cutter speed = 2000,,
,09:30:10,,317, 133,,,,,0,,8896,1600,54,16,,,,,0,,,,,0,,,22,69,302,30,,,,,,,Test cutter speed = 1800,,
,09:30:11,,320, 132,,,,,0,,8896,1400,54,16,,,,,0,,,,,0,,,,70,294,30,,,,,,,Test cutter speed = 1600,,
,09:30:11,,321, 134,,,,,0,,8896,2000,54,16,,,,,0,,,,,0,,,,69,302,30,,,,14,,,Test cutter speed = 1400,,
,09:30:12,,312, 136,,,,,0,,8960,2000,64,16,,,,,0,,,,,0,,,,69,306,30,,,,,,,Test cutter speed = 2000,,
,09:30:12,,324, 140,,,,,0,,8960,2200,54,16,,,,,0,,,,,0,,23,,68,298,30,,,,,,,Test cutter speed = 2000,,
,09:30:13,,321, 142,,,,,0,,9024,2200,64,16,,,,,0,,,,,0,,,,69,298,30,,,,,,,Test cutter speed = 2200,,
,09:30:14,,321, 145,,,,,0,,9024,2400,64,16,,,,,0,,,,,0,,,16,69,306,30,,,,,,,Test cutter speed = 2200,,
,09:30:14,,317, 148,,,,,0,,9088,2400,73,16,,,,,0,,,,,0,,,,69,294,30,,,,,,,Test cutter speed = 2400,,
,09:30:15,,321, 151,,,,,0,,9088,2600,64,16,,,,,0,,,,,0,,,,68,302,30,,,,,1,,Test cutter speed = 2400,, 
,09:30:15,,318, 153,,,,,0,,9152,2600,64,16,,,,,0,,,,,0,,,,69,294,30,,,,,,,Test cutter speed = 2600,,
,09:30:16,,317, 153,,,,,0,,9152,2600,64,16,,,,,0,,,,,0,,27,,69,298,30,,,,,,,Test cutter speed = 2600,,
,09:30:17,,322, 153,,,,,0,,9216,2600,73,16,,,,,0,,,,,0,,,,69,298,30,,,,,,,Test cutter speed = 2600,,
,09:30:17,,330, 156,,,,,0,,9216,2800,73,16,,,,,0,,,,,0,,,22,69,294,30,,,,,,,Test cutter speed = 2600,,
,09:30:18,,321, 160,,,,,0,,9280,3000,73,16,,,,,0,,,,,0,,,,69,294,30,,,,,,,Test cutter speed = 2800,,
,09:30:19,,328, 167,,,,,0,,9280,3200,82,16,,,,,0,,,,,0,,,,68,287,30,,,,,,1,Test cutter speed = 3000,, 
,09:30:19,,320, 175,,,,,0,,9344,3400,91,16,,,,,0,,,,,0,,,,69,290,31,,,,,,,Test cutter speed = 3200,,
,09:30:20,,322, 180,,,,,0,,9344,3600,91,16,,,,,0,,,,,0,,27,,69,294,30,,,,,,,Test cutter speed = 3400,,
,09:30:20,,312, 185,,,,,0,,9408,3800,109,16,,,,,0,,,,,0,,,,69,294,30,,,,,,,Test cutter speed = 3600,, 
,09:30:21,,324, 192,,,,,0,,9472,3800,154,16,,,,,0,,,,,0,,,22,69,283,30,,,,,,,Test cutter speed = 3800,, 
,09:30:22,,319, 195,,,,,0,,9536,4000,200,18,,,,,0,,,,,0,,,,69,263,30,,,,,,,Test cutter speed = 3800,, 
,09:30:22,,321, 198,,,,,0,,9536,4000,191,18,,,,,0,,,,,0,,,,69,279,30,,,2,,,,Test cutter speed = 4000,,
,09:30:23,,317, 198,,,,,0,,9600,3800,200,18,,,,,0,,,,,0,,,,70,283,30,,,,,,,Test cutter speed = 4000,, 
,09:30:23,,328, 197,,,,,0,,9664,4000,200,18,,,,,0,,,,,0,,26,,68,298,30,,,,,,,Test cutter speed = 3800,, 
,09:30:24,,318, 200,,,,,0,,9664,3800,200,18,,,,,0,,,,,0,,,,69,302,31,,,,,,,Test cutter speed = 4000,, 
,09:30:25,,320, 199,,,,,0,,9728,4000,200,18,,,,,0,,,,,0,,,22,69,298,30,,,,,,,Test cutter speed = 3800,, 
,09:30:25,,319, 200,,,,,0,,9792,3800,200,18,,,,,0,,,,,0,,,,70,283,30,,,,,,,Test cutter speed = 4000,, 
,09:30:25,,317, 199,,,,,0,,9856,3800,200,18,,,,,0,,,,,0,,,,70,287,30,,,,14,,,Test cutter speed = 3800,, 
,09:30:26,,362, 204,,,,,0,,9856,3800,200,18,,,,,0,,,,,0,,,,69,298,30,,,,,,,Test cutter speed = 3800,, 
,09:30:27,,419, 213,,,,,0,,9920,5000,236,18,,,,,0,,,,,0,,28,,70,373,30,,,,,,,Test cutter speed = 3800,, 
,09:30:27,,447, 214,,,,,0,,9984,5400,254,18,,,,,0,,,,,0,,,,70,408,30,,,,,,,Test cutter speed = 5000,, 
,09:30:28,,467, 215,,,,,0,,10048,5600,254,18,,,,,0,,,,,0,,,23,69,432,30,,,,,,,Test cutter speed = 5400,,
,09:30:28,,497, 215,,,,,0,,10112,6000,254,18,,,,,0,,,,,0,,,,68,459,30,,,,,,,Test cutter speed = 5600,,
,09:30:29,,503, 217,,,,,0,,10240,6400,263,18,,,,,0,,,,,0,,,,69,459,30,,,,,1,,Test cutter speed = 6000,, 
,09:30:30,,518, 217,,,,,0,,10304,6600,281,18,,,,,0,,,,,0,,,,69,495,30,,,,,,,Test cutter speed = 6400,,
,09:30:30,,515, 217,,,,,0,,10368,6800,281,18,,,,,0,,,,,0,,27,,70,471,30,,,,,,,Test cutter speed = 6600,,
