Datalog version 1.0,Metric,ID=75 mm,OD=80 mm,  64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,Commands,Supply V,Supply I,Restart,M1 pos,M1 speed,M1 I,M1 status,M1 error,M2 pos,M2 speed,M2 I,M2 status,M2 error,M3 pos,M3 speed,M3 I,M3 status,M3 error,M4 pos,M4 speed,M4 I,M4 status,M4 error,Temp int,Temp ext,Noise,Head V,30 V,Stretch,Torque,M1 err,M2 err,M3 err,M4 err,Debug, ,
Datalog version 1.0,Metric,ID=75 mm,OD=80 mm,  47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,Commands,Supply V,Supply I,Restart,M1 pos,M1 speed,M1 I,M1 status,M1 error,M2 pos,M2 speed,M2 I,M2 status,M2 error,M3 pos,M3 speed,M3 I,M3 status,M3 error,M4 pos,M4 speed,M4 I,M4 status,M4 error,Temp int,Temp ext,Noise,Head V,30 V,Stretch,Torque,M1 err,M2 err,M3 err,M4 err,Debug, ,
2012/11/01,,Ack res ,155,  85,R,,,,0,,,,,0,,,,,0,,,,,0,,19,,80,110,30,,,,,,,,,
,09:22:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,,M1 speed 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,09:22:07,,196,  86,R,,,,0,,,,,0,,,,,0,,,,,0,,,21,69,165,30,,,,,,,,,
,09:22:07,,229,  85,R,,,,0,,,,,0,,,,,0,,,,,0,,,,69,204,30,,,1,,,,Test cutter speed = 0,,
,,M2 speed 0,,  84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,09:22:08,,,  82,R,,,,0,,,,,0,,,,,0,,,,,0,,22,,69,224,30,,,,,,,,, 
,09:22:08,,242,  81,R,,,,0,,,,,0,,,,,0,,,,,0,,,24,69,236,30,,,,,,,,,
,,M3 speed 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,09:22:09,,,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,70,236,30,,,,1,,,,, 
,,M4 speed 0,243,  80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test cutter speed = 0,, 
,09:22:09,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,232,30,,,,,1,,,, 
,09:22:10,,239,  79,,,,,0,,,,,0,,,,,0,,,,,0,,23,,67,236,30,,,,,,,,, 
,09:22:10,,239,  79,,,,,0,,,,,0,,,,,0,,,,,0,,,23,68,236,30,,,,,,,,, 
,,Force M1 uplink ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,09:22:11,,242,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,236,30,,,,,,1,,,
,,Force M2 uplink ,239,  80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,09:22:12,,,  80,,,,,0,,,,,0,,,,,0,,,,,0,,24,,69,236,30,,,,,,,,,
,09:22:12,,243,  80,,122.42,0,0,0,,,,,,,,,,,,,,,,,,,69,236,30,,,,,,,,,
,,Force M3 uplink ,,  80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,09:22:13,,241,  80,,,,,,,6592,0,0,0,,,,,,,,,,,,,22,69,236,30,,,,,,,,,
,,Force M4 uplink ,243,  81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,09:22:14,,,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,236,30,,,1,,,,,, 
,09:22:14,,239,  80,,,,,,,,,,,,133.74,0,0,0,,,,,,,,,69,236,30,,,,,,,,,
,09:22:15,,239,  80,,,,,,,,,,,,,,,,,240.89,0,0,0,,24,,68,236,30,,,,,,,,,
,09:22:16,,243,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,20,69,232,30,,,,,,,,, 
,09:22:16,,240,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,236,30,,,,1,,,,,
,09:22:17,,241,  81,,,,,0,,,,,0,,,,,0,,,,,0,,24,,69,236,30,,,,,,,,, 
,09:22:17,,240,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,15,69,236,30,,,,,,,,, 
,09:22:18,,241,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,,68,236,30,,,,,1,,,,
,09:22:19,,239,  80,,,,,0,,,,,0,,,,,0,,,,,0,,23,,69,232,30,,,,,,,,, 
,09:22:19,,238,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,22,69,236,30,,,,,,,,, 
,09:22:20,,240,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,68,236,30,,,,,,1,,,
,09:22:21,,240,  81,,,,,0,,,,,0,,,,,0,,,,,0,,19,,69,236,30,,,,,,,,, 
,09:22:21,,239,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,21,70,236,30,,,,,,,,, 
,09:22:22,,239,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,236,30,,,1,,,,,,
,09:22:23,,243,  80,,,,,0,,,,,0,,,,,0,,,,,0,,24,,69,236,30,,,,,,,,, 
,09:22:23,,239,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,21,69,236,30,,,,,,,,, 
,09:22:24,,239,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,,68,236,30,,,,1,,,,,
,09:22:24,,232,  80,,,,,0,,,,,0,,,,,0,,,,,0,,24,,68,236,30,,,,,,,,, 
,09:22:25,,237,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,22,70,232,30,,,,,,,,, 
,09:22:26,,240,  79,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,232,30,,,,,1,,,,
,09:22:26,,240,  79,,,,,0,,,,,0,,,,,0,,,,,0,,24,,68,236,30,,,,,,,,, 
,09:22:27,,241,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,23,69,236,30,,,,,,,,, 
,09:22:28,,239,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,68,236,30,,,,,,1,,,
,09:22:28,,242,  79,,,,,0,,,,,0,,,,,0,,,,,0,,27,,68,236,30,,,,,,,,, 
,09:22:29,,240,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,21,69,236,30,,,,,,,,, 
,09:22:29,,242,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,236,30,,,1,,,,,,
,09:22:30,,239,  80,,,,,0,,,,,0,,,,,0,,,,,0,,28,,69,236,30,,,,,,,,, 
,09:22:30,,242,  79,,,,,0,,,,,0,,,,,0,,,,,0,,,19,69,232,30,,,,,,,,, 
,09:22:31,,239,  79,,,,,0,,,,,0,,,,,0,,,,,0,,,,68,236,30,,,,1,,,,,
,09:22:31,,,,,,,,0,,,,,0,,,,,0,,,,,0,,24,,69,236,30,,,,,,,Test cutter speed = 0,, 
,09:22:31,,239,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,17,70,236,30,,,,,,,,, 
,09:22:32,,243,  79,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,232,30,,,,,1,,,,
,09:22:33,,238,  79,,,,,0,,,,,0,,,,,0,,,,,0,,19,,69,236,30,,,,,,,,, 
,09:22:33,,,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,23,68,232,30,,,,,,,,,
,09:22:34,,237,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,236,30,,,,,,1,,,
,09:22:34,,243,  81,,,,,0,,,,,0,,,,,0,,,,,0,,23,,68,236,30,,,,,,,,, 
,09:22:35,,243,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,21,69,236,30,,,,,,,,, 
,09:22:36,,234,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,70,236,30,,,1,,,,,,
,09:22:36,,243,  80,,,,,0,,,,,0,,,,,0,,,,,0,,24,,68,236,30,,,,,,,,, 
,09:22:37,,239,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,19,69,232,30,,,,,,,,, 
,09:22:38,,243,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,236,30,,,,1,,,,,
,09:22:38,,241,  80,,,,,0,,,,,0,,,,,0,,,,,0,,24,,68,236,30,,,,,,,,, 
,09:22:39,,236,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,25,69,236,30,,,,,,,,, 
,09:22:39,,240,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,236,30,,,,,1,,,,
,09:22:40,,237,  81,,,,,0,,,,,0,,,,,0,,,,,0,,24,,69,232,30,,,,,,,,, 
,09:22:41,,239,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,18,69,236,30,,,,,,,,, 
,09:22:41,,242,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,236,30,,,,,,1,,,
,09:22:42,,243,  80,,,,,0,,,,,0,,,,,0,,,,,0,,25,,69,236,30,,,,,,,,, 
,09:22:43,,240,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,15,68,236,30,,,,,,,,, 
,09:22:43,,242,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,232,30,,,1,,,,,,
,09:22:44,,243,  80,,,,,0,,,,,0,,,,,0,,,,,0,,24,,68,236,30,,,,,,,,, 
,09:22:45,,241,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,19,69,236,30,,,,,,,,, 
,09:22:45,,237,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,236,30,,,,1,,,,,
,09:22:46,,242,  80,,,,,0,,,,,0,,,,,0,,,,,0,,27,,69,236,30,,,,,,,,, 
,09:22:46,,243,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,19,68,236,30,,,,,,,,, 
,09:22:47,,239,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,236,30,,,,,1,,,,
,09:22:48,,243,  80,,,,,0,,,,,0,,,,,0,,,,,0,,26,,69,232,30,,,,,,,,, 
,09:22:48,,241,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,21,69,236,30,,,,,,,,, 
,09:22:49,,237,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,236,30,,,,,,1,,,
,09:22:49,,243,  80,,,,,0,,,,,0,,,,,0,,,,,0,,23,,69,236,30,,,,,,,,, 
,09:22:50,,234,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,10,68,236,30,,,,,,,,, 
,09:22:51,,242,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,236,30,,,1,,,,,,
,09:22:51,,238,  81,,,,,0,,,,,0,,,,,0,,,,,0,,19,,69,236,30,,,,,,,Test cutter speed = 0,,
,09:22:51,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,21,69,236,30,,,,,,,,,
,09:22:52,,242,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,232,30,,,,1,,,,,
,09:22:52,,243,  80,,,,,0,,,,,0,,,,,0,,,,,0,,24,,69,236,30,,,,,,,,, 
,09:22:53,,244,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,22,69,232,30,,,,,,,Test cutter speed = 0,,
,09:22:53,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,236,30,,,,,1,,,, 
,09:22:53,,239,  80,,,,,0,,,,,0,,,,,0,,,,,0,,23,,69,236,30,,,,,,,,, 
,09:22:54,,240,  79,,,,,0,,,,,0,,,,,0,,,,,0,,,17,68,236,30,,,,,,,,, 
Datalog version 1.0,Metric,ID=158 mm,OD=179 mm,  79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,Commands,Supply V,Supply I,Restart,M1 pos,M1 speed,M1 I,M1 status,M1 error,M2 pos,M2 speed,M2 I,M2 status,M2 error,M3 pos,M3 speed,M3 I,M3 status,M3 error,M4 pos,M4 speed,M4 I,M4 status,M4 error,Temp int,Temp ext,Noise,Head V,30 V,Stretch,Torque,M1 err,M2 err,M3 err,M4 err,Debug, ,
2012/11/01,09:22:55,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,232,30,,,,,,1,,, 
,09:22:55,,243,  80,,,,,0,,,,,0,,,,,0,,,,,0,,28,,69,236,30,,,,,,,,, 
,09:22:56,,240,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,22,69,236,30,,,,,,,,, 
,09:22:56,,239,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,232,30,,,1,,,,,,
,09:22:57,,238,  80,,,,,0,,,,,0,,,,,0,,,,,0,,25,,68,236,30,,,,,,,,, 
,09:22:58,,234,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,22,69,232,30,,,,,,,,, 
,09:22:58,,237,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,68,232,30,,,,1,,,,,
,09:22:59,,243,  81,,,,,0,,,,,0,,,,,0,,,,,0,,17,,69,232,30,,,,,,,,, 
,09:22:59,,241,  79,,,,,0,,,,,0,,,,,0,,,,,0,,,18,69,236,30,,,,,,,,, 
,09:23:00,,239,  79,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,236,30,,,,,1,,,,
,,Force M1 uplink ,239,  80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,09:23:00,,,,,,,,0,,,,,0,,,,,0,,,,,0,,25,,69,236,30,,,,,,,,,
,09:23:01,,244,  79,,,,,0,,,,,0,,,,,0,,,,,0,,,22,68,236,30,,,,,,,,, 
,09:23:01,,237,  79,,122.42,0,0,0,,,,,,,,,,,,,,,,,,,69,236,30,,,,,,,,,
,,M1 speed 0,241,  80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,M2 speed 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,,M3 speed 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,,M4 speed 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,09:23:02,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,232,30,,,,,,1,,, 
,09:23:02,,,,,,,,0,,,,,0,,,,,0,,,,,0,,23,,69,236,30,,,,,,,,,
,09:23:02,,241,  79,,,,,0,,,,,0,,,,,0,,,,,0,,,21,69,236,30,,,,,,,,, 
,,M1 speed 5000,241,  80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,09:23:04,,242,  79,,,,,0,,,,,0,,,,,0,,,,,0,,,,70,236,30,,,1,,,,,,
,09:23:04,,241,  79,,,,,0,,,,,0,,,,,0,,,,,0,,25,,69,236,30,,,,,,,,, 
,09:23:05,,,  81,,122.42,0,0,4,,,,,0,,,,,0,,,,,0,,,,67,236,30,,,,,,,,,
,09:23:05,,240,  84,,122.42,50,12,16,,,,,0,,,,,0,,,,,0,,,19,69,228,27,,,,,,,,,
,09:23:06,,,  85,,122.42,50,51,16,,,,,0,,,,,0,,,,,0,,,,69,224,25,,,,,,,Test cutter speed = 0,,
,09:23:06,,242,  90,,122.42,50,102,16,,,,,0,,,,,0,,,,,0,,,,68,220,24,,,,1,,,,,
,09:23:06,,,,,122.42,50,162,16,,,,,0,,,,,0,,,,,0,,,,69,220,24,,,,,,,,,
,09:23:06,,243, 114,,122.42,50,237,16,,,,,0,,,,,0,,,,,0,,23,,72,216,24,,,,,,,,, 
,,M1 speed 0,243, 131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,09:23:07,,,,,122.42,50,360,16,,,,,0,,,,,0,,,,,0,,,,69,208,24,,,,,,,,,
,09:23:08,,239, 130,,122.42,50,414,16,,,,,0,,,,,0,,,,,0,,,21,69,208,23,,,,,,,,, 
,09:23:08,,240, 104,,122.42,0,414,8,,,,,0,,,,,0,,,,,0,,,,70,208,24,,,,,,,,, 
,09:23:09,,243,  92,,122.42,0,0,8,11,,,,0,,,,,0,,,,,0,,,,68,236,30,,,,,1,,,,
,09:23:09,,238,  85,,,,,0,,,,,0,,,,,0,,,,,0,,24,,69,232,30,,,,,,,,, 
,09:23:10,,241,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,23,69,236,30,,,,,,,,, 
,09:23:11,,240,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,232,30,,,,,,1,,,
,09:23:11,,239,  80,,,,,0,,,,,0,,,,,0,,,,,0,,19,,69,232,30,,,,,,,,, 
,09:23:12,,238,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,20,68,236,30,,,,,,,,, 
,09:23:12,,243,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,,68,236,30,,,1,,,,,,
,09:23:12,,,  80,,,,,0,,,,,0,,,,,0,,,,,0,,25,,69,232,30,,,,,,,,,
,09:23:13,,243,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,17,69,236,30,,,,,,,,, 
,09:23:14,,238,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,68,236,30,,,,1,,,,,
,09:23:14,,243,  78,,,,,0,,,,,0,,,,,0,,,,,0,,23,,69,236,30,,,,,,,,, 
,09:23:15,,243,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,22,68,236,30,,,,,,,,, 
,,M1 ovr 4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,09:23:16,,239,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,236,30,,,,,1,,,,
,09:23:16,,239,  81,,,,,0,,,,,0,,,,,0,,,,,0,,25,,69,236,30,,,,,,,,, 
,09:23:17,,239,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,236,30,,,,,,1,,,
,09:23:18,,240,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,70,236,30,,,1,,,,Test cutter speed = 0,, 
,09:23:18,,242,  81,,,,,0,,,,,0,,,,,0,,,,,0,,28,,69,232,30,,,,,,,,, 
,09:23:19,,242,  81,,,,,0,,,,,0,,,,,0,,,,,0,,,19,68,236,30,,,,,,,,, 
,09:23:19,,243,  78,,,,,0,,,,,0,,,,,0,,,,,0,,,,69,236,30,,,,1,,,,,
,,Force M1 uplink ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,09:23:19,,,  79,,,,,0,,,,,0,,,,,0,,,,,0,,25,,69,232,30,,,,,,,,,
,09:23:20,,239,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,23,69,236,30,,,,,,,,, 
,09:23:21,,243,  80,,122.42,0,0,0,,,,,,,,,,,,,,,,,,,69,236,30,,,,,,,,,
,09:23:21,,232,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,70,232,30,,,,,1,,,,
,09:23:22,,240,  80,,,,,0,,,,,0,,,,,0,,,,,0,,25,,69,236,30,,,,,,,,, 
,,M1 speed 5000,239,  80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,09:23:22,,239,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,19,69,232,30,,,,,,,,, 
,09:23:23,,239,  80,,,,,0,,,,,0,,,,,0,,,,,0,,,,68,236,30,,,,,,1,,,
,09:23:24,,242,  82,,122.42,0,0,8,,,,,0,,,,,0,,,,,0,,,,69,236,30,,,,,,,,, 
,09:23:24,,239,  85,,122.42,50,12,16,,,,,0,,,,,0,,,,,0,,25,,69,228,27,,,,,,,,,
,09:23:25,,240,  90,,122.42,50,51,16,,,,,0,,,,,0,,,,,0,,,,70,224,25,,,,,,,,,
,09:23:26,,243,  98,,122.42,50,99,16,,,,,0,,,,,0,,,,,0,,,21,70,251,24,,,,,,,,,
,09:23:26,,241, 106,,122.42,50,162,16,,,,,0,,,,,0,,,,,0,,,,69,220,24,,,,,,,,, 
,09:23:27,,239, 121,,122.42,50,237,16,,,,,0,,,,,0,,,,,0,,,,69,216,24,,,2,,,,,,
,09:23:28,,240, 152,,122.42,50,357,16,,,,,0,,,,,0,,,,,0,,,,69,208,24,,,,,,,,, 
,09:23:28,,243, 170,,122.42,50,654,16,,,,,0,,,,,0,,,,,0,,24,,70,196,23,,,,,,,,, 
,09:23:29,,240, 171,,122.42,50,648,16,,,,,0,,,,,0,,,,,0,,,,69,196,23,,,,,,,,, 
,09:23:29,,239, 183,,122.42,50,651,16,,,,,0,,,,,0,,,,,0,,,22,69,196,23,,,,,,,,, 
,09:23:30,,243, 186,,122.42,150,534,16,,,,,0,,,,,0,,,,,0,,,,70,196,23,,,,,,,,,
,09:23:31,,243, 189,,122.42,500,549,16,,,,,0,,,,,0,,,,,0,,,,69,196,24,,,,1,,,,, 
,09:23:31,,240, 192,,122.42,850,615,16,,,,,0,,,,,0,,,,,0,,,,69,200,23,,,,,,,,,
,09:23:32,,243, 197,,122.42,1150,651,16,,,,,0,,,,,0,,,,,0,,24,,66,196,23,,,,,,,,, 
,09:23:32,,232, 204,,122.42,1500,630,16,,,,,0,,,,,0,,,,,0,,,,69,196,23,,,,,,,,, 
,09:23:33,,240, 206,,122.76,1850,624,16,,,,,0,,,,,0,,,,,0,,,20,69,188,23,,,,,,,,, 
,09:23:34,,243, 181,,122.76,2000,513,16,,,,,0,,,,,0,,,,,0,,,,70,200,24,,,,,,,,, 
,09:23:34,,238, 156,,122.76,2000,321,16,,,,,0,,,,,0,,,,,0,,,,70,208,24,,,,,1,,,,
,09:23:35,,239, 142,,123.10,2000,231,16,,,,,0,,,,,0,,,,,0,,,,69,212,24,,,,,,,,, 
,09:23:35,,241, 133,,123.10,1750,195,16,,,,,0,,,,,0,,,,,0,,21,,70,212,24,,,,,,,,, 
,09:23:36,,241, 131,,123.10,1550,207,16,,,,,0,,,,,0,,,,,0,,,,69,212,24,,,,,,,,, 
,09:23:37,,243, 135,,123.43,2150,216,16,,,,,0,,,,,0,,,,,0,,,22,69,212,24,,,,,,,,, 
,09:23:37,,241, 144,,123.43,3350,228,16,,,,,0,,,,,0,,,,,0,,,,70,208,24,,,,,,,,, 
,09:23:38,,241, 154,,123.76,3950,243,16,,,,,0,,,,,0,,,,,0,,,,69,204,24,,,,,,1,,,
,09:23:38,,242, 161,,124.09,4300,255,16,,,,,0,,,,,0,,,,,0,,,,69,204,24,,,,,,,,, 
,09:23:39,,238, 167,,124.09,4500,258,16,,,,,0,,,,,0,,,,,0,,23,,69,204,24,,,,,,,,, 
,09:23:40,,243, 170,,124.42,4750,258,16,,,,,0,,,,,0,,,,,0,,,,70,204,23,,,,,,,,, 
,09:23:40,,240, 175,,124.75,4700,267,16,,,,,0,,,,,0,,,,,0,,,20,69,200,24,,,,,,,,, 
,09:23:41,,239, 177,,125.08,4850,276,16,,,,,0,,,,,0,,,,,0,,,,69,200,23,,,,,,,,, 
,09:23:41,,243, 181,,125.40,4850,291,18,,,,,0,,,,,0,,,,,0,,,,69,200,23,,,2,,,,,,
,09:23:42,,243, 184,,125.73,5050,285,18,,,,,0,,,,,0,,,,,0,,,,70,200,24,,,,,,,,, 
,09:23:43,,232, 189,,126.05,5050,297,18,,,,,0,,,,,0,,,,,0,,25,,69,200,24,,,,,,,,, 
,09:23:43,,241, 196,,126.37,4900,312,18,,,,,0,,,,,0,,,,,0,,,,70,196,24,,,,,,,,, 
,09:23:44,,242, 203,,126.69,5000,345,18,,,,,0,,,,,0,,,,,0,,,20,67,192,23,,,,,,,,, 
,09:23:44,,240, 212,,126.69,4950,357,18,,,,,0,,,,,0,,,,,0,,,,69,192,24,,,,,,,,, 
,09:23:45,,239, 219,,127.01,4900,366,18,,,,,0,,,,,0,,,,,0,,,,70,192,23,,,,2,,,,,
,09:23:46,,243, 220,,127.33,4700,393,18,,,,,0,,,,,0,,,,,0,,,,69,188,24,,,,,,,,, 
,09:23:46,,241, 206,,127.65,5100,327,18,,,,,0,,,,,0,,,,,0,,25,,69,196,24,,,,,,,,, 
,09:23:47,,241, 199,,127.96,5100,309,18,,,,,0,,,,,0,,,,,0,,,,70,196,24,,,,,,,,, 
,09:23:47,,242, 192,,128.28,4850,294,18,,,,,0,,,,,0,,,,,0,,,21,69,196,24,,,,,,,,, 
,09:23:48,,239, 190,,128.59,5050,288,18,,,,,0,,,,,0,,,,,0,,,,71,200,23,,,,,,,,, 
,09:23:49,,243, 190,,128.90,4600,300,18,,,,,0,,,,,0,,,,,0,,,,70,196,24,,,,,1,,,,
,09:23:49,,238, 193,,129.21,4900,312,18,,,,,0,,,,,0,,,,,0,,,,69,196,24,,,,,,,,, 
,09:23:50,,242, 189,,129.52,5100,315,18,,,,,0,,,,,0,,,,,0,,24,,70,196,24,,,,,,,,, 
,09:23:50,,243, 186,,129.83,5050,288,18,,,,,0,,,,,0,,,,,0,,,,69,200,24,,,,,,,,, 
,09:23:51,,241, 185,,130.13,5050,282,18,,,,,0,,,,,0,,,,,0,,,20,69,200,24,,,,,,,,, 
,09:23:52,,241, 187,,130.44,5000,291,18,,,,,0,,,,,0,,,,,0,,,,69,200,24,,,,,,,,, 
,09:23:52,,243, 190,,130.44,4900,297,18,,,,,0,,,,,0,,,,,0,,,,70,200,24,,,,,,1,,,
,09:23:53,,243, 191,,130.74,4900,306,18,,,,,0,,,,,0,,,,,0,,,,70,196,24,,,,,,,,, 
,09:23:53,,240, 194,,131.05,5050,315,18,,,,,0,,,,,0,,,,,0,,24,,69,196,24,,,,,,,,, 
Datalog version 1.0,Metric,ID=158 mm,OD=179 mm, 195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,Commands,Supply V,Supply I,Restart,M1 pos,M1 speed,M1 I,M1 status,M1 error,M2 pos,M2 speed,M2 I,M2 status,M2 error,M3 pos,M3 speed,M3 I,M3 status,M3 error,M4 pos,M4 speed,M4 I,M4 status,M4 error,Temp int,Temp ext,Noise,Head V,30 V,Stretch,Torque,M1 err,M2 err,M3 err,M4 err,Debug, ,
2012/11/01,09:23:54,,, 197,,131.35,5050,315,18,,,,,0,,,,,0,,,,,0,,,,69,196,24,,,,,,,,,
,09:23:55,,232, 202,,131.65,4950,336,18,,,,,0,,,,,0,,,,,0,,,21,69,196,23,,,,,,,,, 
,09:23:55,,242, 205,,131.95,4900,339,18,,,,,0,,,,,0,,,,,0,,,,70,192,24,,,,,,,,, 
,09:23:56,,243, 205,,132.25,5100,330,18,,,,,0,,,,,0,,,,,0,,,,69,192,24,,,2,,,,,,
,09:23:56,,240, 210,,132.54,4600,336,18,,,,,0,,,,,0,,,,,0,,,,69,192,23,,,,,,,,, 
,09:23:57,,239, 215,,132.84,4900,372,18,,,,,0,,,,,0,,,,,0,,24,,70,192,24,,,,,,,,, 
,09:23:57,,238, 221,,133.14,4600,375,18,,,,,0,,,,,0,,,,,0,,,,69,192,23,,,,,,,,, 
,09:23:58,,238, 221,,133.43,4900,369,18,,,,,0,,,,,0,,,,,0,,,15,69,192,24,,,,,,,,, 
,09:23:59,,240, 219,,133.72,4900,351,18,,,,,0,,,,,0,,,,,0,,,,69,192,24,,,,,,,,, 
,09:23:59,,237, 214,,133.72,5050,345,18,,,,,0,,,,,0,,,,,0,,,,70,192,24,,,,2,,,,,
,09:24:00,,243, 211,,134.01,4850,351,18,,,,,0,,,,,0,,,,,0,,,,70,192,23,,,,,,,,, 
,09:24:01,,243, 210,,134.30,4850,330,18,,,,,0,,,,,0,,,,,0,,25,,69,196,24,,,,,,,,, 
,09:24:01,,232, 207,,134.59,4600,351,18,,,,,0,,,,,0,,,,,0,,,,66,192,23,,,,,,,,, 
,09:24:02,,234, 205,,134.88,5150,342,18,,,,,0,,,,,0,,,,,0,,,21,69,192,24,,,,,,,,, 
,09:24:02,,242, 203,,135.17,5050,321,18,,,,,0,,,,,0,,,,,0,,,,69,196,24,,,,,,,,, 
,09:24:03,,243, 202,,135.45,4900,330,18,,,,,0,,,,,0,,,,,0,,,,70,192,24,,,,,1,,,,
,09:24:03,,243, 201,,135.74,5000,324,18,,,,,0,,,,,0,,,,,0,,,,70,196,24,,,,,,,,, 
