Date,Time,Commands,Supply V,Supply I,Restart,Clamp  pos,Clamp  speed,Clamp  I,Clamp  status,Clamp  error,Cutter Counts,Cutter speed,Cutter I,Cutter status,Cutter error,Tip Diameter,Radial speed,Radial I,Radial status,Radial error,Head Rotation,Rotate speed,Rotate I,Rotate status,Rotate error,Temp int,Temp ext,Noise,Head V,30 V,Stretch,Torque,Clamp SPI errors,Cutter SPI errors,Radial SPI errors,Rotate SPI errors,Debug
01/11/2012,10:33:22,,569,285,,,,,0,,1984,6600,172,18,,,,,0,,244.77,200,399,18,,,,69,498,24,,,,14,,,
01/11/2012,10:33:23,,568,285,,,,,0,,2112,6400,182,18,,,,,0,,244.77,200,399,18,,,,70,502,24,,,,,,,
01/11/2012,10:33:23,,573,284,,,,,0,,2176,6400,200,18,,,,,0,,244.77,200,399,18,,24,,69,495,24,,,,,,,
01/11/2012,10:33:23,M3 speed 2939,573,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test cutter speed = 6400
01/11/2012,10:33:24,,,283,,,,,0,,2240,6400,182,18,,,,,0,,244.77,200,399,18,,,,70,495,24,,,,,,,
01/11/2012,10:33:24,,580,280,,,,,0,,2304,6600,127,18,,,,,0,,246.71,200,399,18,,,20,70,514,23,,,,,,,
01/11/2012,10:33:25,,573,281,,,,,0,,2432,7000,136,18,,,,,0,,246.71,200,399,18,,,,70,502,24,,,,,,,
01/11/2012,10:33:26,,588,279,,,,,0,,2496,6600,227,18,,,,,0,,246.71,200,399,18,,,,69,498,24,,,,,1,,
01/11/2012,10:33:26,,580,278,,,,,0,,2560,6600,218,18,,,,,0,,246.71,200,399,18,,,,70,487,24,,,,,,,
01/11/2012,10:33:27,,580,279,,,,,0,,2624,7000,136,18,,,,,0,,246.71,200,399,18,,27,,69,518,24,,,,,,,
01/11/2012,10:33:27,,572,281,,,,,0,,2752,7000,145,18,,,,,0,,246.71,200,399,18,,,,70,514,24,,,,,,,
01/11/2012,10:33:28,,568,284,,,,,0,,2816,6400,218,18,,,,,0,,246.71,200,399,18,,,22,70,495,24,,,,,,,
01/11/2012,10:33:28,,580,285,,,,,0,,2880,6800,200,18,,,,,0,,248.65,200,399,18,,,,70,502,24,,,,,,,
01/11/2012,10:33:28,M3 speed 0,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2012,10:33:29,,593,288,,,,,0,,2944,7000,145,18,,,,,0,,248.65,200,399,18,,,,70,510,24,,,,,,1,
01/11/2012,10:33:30,,598,285,,,,,0,,3072,6600,145,18,,,,,0,,248.65,200,399,18,,,,69,502,24,,,,,,,
01/11/2012,10:33:30,M3 speed 2939,593,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test cutter speed = 6600
01/11/2012,10:33:30,,,283,,,,,0,,3136,6800,163,18,,,,,0,,248.65,200,399,18,,28,,69,498,24,,,,,,,
01/11/2012,10:33:31,,593,283,,,,,0,,3200,6200,200,18,,,,,0,,248.65,200,399,18,,,,69,498,23,,,,,,,
01/11/2012,10:33:31,,596,283,,,,,0,,3264,6800,182,18,,,,,0,,248.65,200,399,18,,,21,70,506,23,,,,,,,
01/11/2012,10:33:32,,568,282,,,,,0,,3392,6600,145,18,,,,,0,,248.65,200,399,18,,,,70,510,24,,,,,,,
01/11/2012,10:33:32,,573,282,,,,,0,,3456,7000,154,18,,,,,0,,250.6,200,399,18,,,,69,510,23,,,2,,,,
01/11/2012,10:33:32,M4 speed 0,569,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2012,10:33:33,,,,,,,,0,,3520,6600,209,18,,,,,0,,250.6,200,399,18,,,,69,483,24,,,,,,,
01/11/2012,10:33:34,,571,282,,,,,0,,3648,6800,209,18,,,,,0,,250.6,200,399,18,,28,,69,502,24,,,,,,,
01/11/2012,10:33:34,,580,266,,,,,0,,3712,6600,154,18,,,,,0,,250.6,0,399,8,,,,73,510,24,,,,,,,
01/11/2012,10:33:35,,575,238,,,,,0,,3776,6800,145,18,,,,,0,,250.6,0,0,8,11,,18,70,553,30,,,,,,,
01/11/2012,10:33:35,M3 speed 0,582,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2012,10:33:35,,,,,,,,0,,3840,6600,172,18,,,,,0,,,,,0,,,,69,534,30,,,,,,,
01/11/2012,10:33:35,,,,,,,,0,,3968,6600,172,18,,,,,0,,,,,0,,,,70,553,30,,,,14,,,
01/11/2012,10:33:36,,582,213,,,,,0,,4032,6600,127,18,,,,,0,,,,,0,,,,70,553,30,,,,,,,
01/11/2012,10:33:36,M3 speed 2939,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test cutter speed = 6600
01/11/2012,10:33:36,,,,,,,,0,,4096,6600,127,18,,,,,0,,,,,0,,15,,70,546,30,,,,,,,
01/11/2012,10:33:36,,583,208,,,,,0,,4160,6600,145,18,,,,,0,,,,,0,,,,69,546,30,,,,,,,
01/11/2012,10:33:37,,574,201,,,,,0,,4288,6600,145,18,,186.2,50,0,16,,,,,0,,,22,70,538,30,,,,,,,
01/11/2012,10:33:38,,586,198,,,,,0,,4352,6600,127,18,,186.2,50,15,16,,,,,0,,,,68,538,27,,,,,,,
01/11/2012,10:33:38,,575,202,,,,,0,,4416,6600,118,18,,186.2,50,54,16,,,,,0,,,,70,530,25,,,,,1,,
01/11/2012,10:33:39,,575,206,,,,,0,,4480,6400,127,18,,186.2,50,108,16,,,,,0,,,,69,522,25,,,,,,,
01/11/2012,10:33:39,,574,208,,,,,0,,4608,6600,109,18,,186.2,50,171,16,,,,,0,,23,,69,514,24,,,,,,,
01/11/2012,10:33:40,,580,215,,,,,0,,4672,6600,109,18,,186.2,50,249,16,,,,,0,,,,69,522,24,,,,,,,
01/11/2012,10:33:41,,593,218,,,,,0,,4736,6800,109,18,,186.2,50,417,16,,,,,0,,,19,70,510,23,,,,,,,
01/11/2012,10:33:41,,580,218,,,,,0,,4800,6800,100,18,,186.2,50,417,16,,,,,0,,,,69,518,23,,,,,,,
01/11/2012,10:33:42,,573,218,,,,,0,,4928,6800,109,18,,186.2,50,417,16,,,,,0,,,,69,514,24,,,,,,1,
01/11/2012,10:33:42,,580,219,,,,,0,,4992,6800,100,18,,186.2,50,417,16,,,,,0,,,,70,518,24,,,,,,,
01/11/2012,10:33:43,,580,222,,,,,0,,5056,7000,100,18,,186.2,350,399,16,,,,,0,,27,,69,518,24,,,,,,,
01/11/2012,10:33:43,,575,227,,,,,0,,5120,6600,109,18,,186.2,700,393,16,,,,,0,,,,70,518,23,,,,,,,
01/11/2012,10:33:44,,,,,,,,0,,5248,6800,145,18,,186.2,1050,390,16,,,,,0,,,22,70,506,24,,,,,,,
01/11/2012,10:33:44,,593,243,,,,,0,,5312,6600,127,18,,186.42,1350,393,16,,,,,0,,,,69,510,24,,,,,,,
01/11/2012,10:33:45,,580,258,,,,,0,,5376,6800,127,18,,186.42,1700,411,16,,,,,0,,,,70,506,24,,,2,,,,
01/11/2012,10:33:46,,574,268,,,,,0,,5440,7000,118,18,,186.42,2000,387,16,,,,,0,,,,70,510,23,,,,,,,
01/11/2012,10:33:46,,573,281,,,,,0,,5568,7000,127,18,,186.64,2000,291,16,,,,,0,,25,,69,510,24,,,,,,,
01/11/2012,10:33:47,,593,294,,,,,0,,5632,6400,236,18,,186.64,2000,240,16,,,,,0,,,,70,471,24,,,,,,,
01/11/2012,10:33:47,,575,300,,,,,0,,5696,6600,245,18,,186.64,2000,204,16,,,,,0,,,12,70,506,24,,,,,,,
01/11/2012,10:33:48,,580,302,,,,,0,,5760,7000,182,18,,186.86,2000,168,16,,,,,0,,,,69,510,24,,,,,,,
01/11/2012,10:33:48,,569,305,,,,,0,,5888,7000,172,18,,186.86,2000,138,16,,,,,0,,,,70,502,24,,,,14,,,
01/11/2012,10:33:49,,573,305,,,,,0,,5952,6800,200,18,,186.86,2000,102,16,,,,,0,,,,70,498,24,,,,,,,
01/11/2012,10:33:50,,572,307,,,,,0,,6016,6400,336,18,,187.07,2050,84,16,,,,,0,,28,,69,483,24,,,,,,,
01/11/2012,10:33:50,,572,312,,,,,0,,6080,6800,272,18,,187.07,2200,78,16,,,,,0,,,,70,498,24,,,,,,,
01/11/2012,10:33:51,,586,322,,,,,0,,6208,6800,182,18,,187.29,2500,84,16,,,,,0,,,19,70,518,24,,,,,,,
01/11/2012,10:33:51,,582,330,,,,,0,,6272,6800,191,18,,187.29,2600,90,16,,,,,0,,,,69,514,24,,,,,,,
01/11/2012,10:33:52,,580,340,,,,,0,,6336,6000,354,18,,187.51,2600,96,16,,,,,0,,,,70,491,24,,,,,1,,
01/11/2012,10:33:52,,580,346,,,,,0,,6400,6600,327,18,,187.51,2850,96,18,,,,,0,,,,69,475,24,,,,,,,
01/11/2012,10:33:53,,597,350,,,,,0,,6528,7000,245,18,,187.73,2850,93,18,,,,,0,,24,,69,510,24,,,,,,,
01/11/2012,10:33:53,,580,349,,,,,0,,6592,7000,245,18,,187.73,2950,84,18,,,,,0,,,,69,502,24,,,,,,,
01/11/2012,10:33:54,,584,353,,,,,0,,6656,6400,263,18,,187.95,2750,93,18,,,,,0,,,21,70,495,24,,,,,,,
01/11/2012,10:33:55,,580,358,,,,,0,,6720,6400,417,18,,187.95,2750,93,18,,,,,0,,,,69,467,24,,,,,,,
01/11/2012,10:33:55,,593,360,,,,,0,,6848,6400,345,18,,188.16,2950,84,18,,,,,0,,,,70,463,24,,,,,,1,
01/11/2012,10:33:56,,580,365,,,,,0,,6912,7000,227,18,,188.16,2750,93,18,,,,,0,,,,70,506,24,,,,,,,
01/11/2012,10:33:56,,593,367,,,,,0,,6976,7000,227,18,,188.38,2950,90,18,,,,,0,,28,,69,514,24,,,,,,,
01/11/2012,10:33:57,,580,371,,,,,0,,7040,6600,336,18,,188.38,2750,99,18,,,,,0,,,,70,471,24,,,,,,,
01/11/2012,10:33:57,,580,376,,,,,0,,7168,6400,363,18,,188.6,2950,93,18,,,,,0,,,21,69,479,24,,,,,,,
01/11/2012,10:33:58,,588,377,,,,,0,,7232,7000,336,18,,188.6,2850,99,18,,,,,0,,,,70,483,24,,,,,,,
01/11/2012,10:33:58,M4 speed 247,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test cutter speed = 7000
01/11/2012,10:33:58,,580,384,,,,,0,,7296,7000,254,18,,188.82,3000,84,18,,,,,0,,,,70,495,24,,,2,,,,
01/11/2012,10:33:59,,597,385,,,,,0,,7360,6600,299,18,,188.82,2900,90,18,,,,,0,,,,70,491,24,,,,,,,
01/11/2012,10:34:00,,593,384,,,,,0,,7488,6200,408,18,,189.03,2700,96,18,,250.6,50,0,16,,26,,70,459,24,,,,,,,
01/11/2012,10:34:00,,574,385,,,,,0,,7552,6400,381,18,,189.03,2850,93,18,,250.6,50,12,16,,,,71,463,24,,,,,,,
01/11/2012,10:34:01,,573,390,,,,,0,,7616,6600,272,18,,189.25,2850,96,18,,250.6,50,45,16,,,18,71,495,24,,,,,,,
01/11/2012,10:34:01,,573,398,,,,,0,,7680,7400,281,18,,189.25,2950,90,18,,250.6,50,99,16,,,,70,495,24,,,,,,,
01/11/2012,10:34:02,,574,407,,,,,0,,7808,6400,390,18,,189.47,2650,105,18,,250.6,50,162,16,,,,70,455,24,,,,14,,,
01/11/2012,10:34:02,,595,413,,,,,0,,7872,6800,327,18,,189.69,2950,99,18,,250.6,50,246,16,,,,71,475,24,,,,,,,
01/11/2012,10:34:03,,598,418,,,,,0,,7936,7000,299,18,,189.69,2800,105,18,,250.6,50,417,16,,28,,68,491,23,,,,,,,
01/11/2012,10:34:03,,604,419,,,,,0,,8000,7200,254,18,,189.9,2950,99,18,,250.6,50,414,16,,,,70,502,24,,,,,,,
01/11/2012,10:34:04,,613,421,,,,,0,,8128,6400,345,18,,189.9,2650,108,18,,250.6,50,414,16,,,20,67,487,24,,,,,,,
01/11/2012,10:34:04,,640,430,,,,,0,,8192,6600,336,18,,190.12,3000,105,18,,250.6,50,414,16,,,,69,491,23,,,,,,,
01/11/2012,10:34:05,,642,437,,,,,0,,8256,6600,290,18,,190.12,2800,105,18,,250.6,200,399,18,,,,69,522,24,,,,,1,,
01/11/2012,10:34:06,,627,436,,,,,0,,8320,7400,327,18,,190.34,3000,93,18,,250.6,200,396,18,,,,70,526,23,,,,,,,
01/11/2012,10:34:06,,620,434,,,,,0,,8448,6600,354,18,,190.34,2950,96,18,,252.54,200,396,18,,26,,69,487,23,,,,,,,
01/11/2012,10:34:07,,629,431,,,,,0,,8512,6600,299,18,,190.56,3100,90,18,,252.54,200,396,18,,,,70,518,24,,,,,,,
01/11/2012,10:34:07,,620,430,,,,,0,,8576,7400,245,18,,190.56,2800,96,18,,252.54,200,396,18,,,20,69,530,24,,,,,,,
01/11/2012,10:34:08,,624,433,,,,,0,,8640,7000,227,18,,190.78,2950,96,18,,252.54,200,396,18,,,,69,526,23,,,,,,,
01/11/2012,10:34:08,,627,431,,,,,0,,8768,6600,345,18,,190.78,2600,102,18,,252.54,200,396,18,,,,70,506,23,,,,,,1,
01/11/2012,10:34:09,,627,434,,,,,0,,8832,6600,336,18,,190.99,3000,99,18,,252.54,200,396,18,,,,69,498,23,,,,,,,
01/11/2012,10:34:09,,640,437,,,,,0,,8896,7000,318,18,,190.99,2900,96,18,,252.54,200,396,18,,26,,69,522,24,,,,,,,
01/11/2012,10:34:10,,620,440,,,,,0,,9024,7000,245,18,,191.21,2800,93,18,,254.48,200,393,18,,,,69,506,24,,,,,,,
01/11/2012,10:34:10,,634,438,,,,,0,,9088,7000,236,18,,191.43,2950,87,18,,254.48,200,396,18,,,18,68,530,24,,,,,,,
01/11/2012,10:34:11,,636,438,,,,,0,,9152,6400,408,18,,191.43,2600,105,18,,254.48,200,396,18,,,,69,483,24,,,,,,,
01/11/2012,10:34:11,,643,438,,,,,0,,9216,6600,363,18,,191.65,2950,93,18,,254.48,200,393,18,,,,69,502,23,,,2,,,,
01/11/2012,10:34:12,,636,440,,,,,0,,9344,6800,236,18,,191.65,3050,90,18,,254.48,200,393,18,,,,70,534,23,,,,,,,
01/11/2012,10:34:13,,642,443,,,,,0,,9408,7000,263,18,,191.86,2750,93,18,,254.48,200,396,18,,26,,70,530,23,,,,,,,
01/11/2012,10:34:13,,642,446,,,,,0,,9472,6800,327,18,,191.86,2800,102,18,,254.48,200,393,18,,,,69,506,24,,,,,,,
01/11/2012,10:34:14,,643,449,,,,,0,,9536,6600,345,18,,192.08,2900,96,18,,256.42,200,393,18,,,21,68,510,24,,,,,,,
01/11/2012,10:34:14,,632,444,,,,,0,,9664,7200,254,18,,192.08,2550,96,18,,256.42,200,393,18,,,,69,530,23,,,,,,,
01/11/2012,10:34:15,,642,446,,,,,0,,9728,7000,272,18,,192.3,2900,93,18,,256.42,200,393,18,,,,70,538,24,,,,14,,,
01/11/2012,10:34:15,,642,448,,,,,0,,9792,6400,336,18,,192.3,2850,93,18,,256.42,200,393,18,,,,69,502,24,,,,,,,
01/11/2012,10:34:16,,642,447,,,,,0,,9856,6400,381,18,,192.52,2650,102,18,,256.42,200,393,18,,27,,70,506,24,,,,,,,
01/11/2012,10:34:16,,642,449,,,,,0,,9984,6400,372,18,,192.52,2650,99,18,,256.42,200,393,18,,,,69,518,23,,,,,,,
01/11/2012,10:34:17,,642,449,,,,,0,,10048,6600,236,18,,192.73,2950,90,18,,256.42,200,393,18,,,22,69,526,23,,,,,,,
01/11/2012,10:34:17,,637,450,,,,,0,,10112,6600,290,18,,192.95,3000,93,18,,258.36,200,393,18,,,,70,534,23,,,,,,,
01/11/2012,10:34:18,,637,456,,,,,0,,10176,6600,399,18,,192.95,2700,102,18,,258.36,200,393,18,,,,70,487,24,,,,,1,,
01/11/2012,10:34:19,,634,455,,,,,0,,10304,6800,354,18,,193.17,2900,90,18,,258.36,200,393,18,,,,69,510,23,,,,,,,
01/11/2012,10:34:19,,642,455,,,,,0,,10368,7000,299,18,,193.17,2950,84,18,,258.36,200,393,18,,26,,69,530,24,,,,,,,
01/11/2012,10:34:20,,633,452,,,,,0,,10432,6400,381,18,,193.39,2850,90,18,,258.36,200,393,18,,,,68,518,23,,,,,,,
01/11/2012,10:34:20,,629,452,,,,,0,,10496,6800,363,18,,193.39,2550,93,18,,258.36,200,393,18,,,26,69,502,24,,,,,,,
01/11/2012,10:34:21,,641,455,,,,,0,,10624,6600,372,18,,193.61,3050,87,18,,260.3,200,393,18,,,,70,506,24,,,,,,,
01/11/2012,10:34:21,,635,454,,,,,0,,10688,6400,345,18,,193.61,3000,90,18,,260.3,200,393,18,,,,68,506,23,,,,,,1,
01/11/2012,10:34:22,,633,452,,,,,0,,10752,6600,254,18,,193.82,3000,84,18,,260.3,200,393,18,,,,70,534,24,,,,,,,
01/11/2012,10:34:22,,635,459,,,,,0,,10816,6600,299,18,,193.82,2800,87,18,,260.3,200,393,18,,27,,69,530,23,,,,,,,
01/11/2012,10:34:23,,642,465,,,,,0,,10944,6400,408,18,,194.04,2850,96,18,,260.3,200,393,18,,,,69,491,23,,,,,,,
01/11/2012,10:34:23,,642,465,,,,,0,,11008,6600,363,18,,194.04,2700,90,18,,260.3,200,393,18,,,21,69,510,23,,,,,,,
01/11/2012,10:34:24,,642,469,,,,,0,,11072,7000,345,18,,194.26,2850,87,18,,260.3,200,393,18,,,,69,530,23,,,,,,,
01/11/2012,10:34:25,,642,468,,,,,0,,11136,6400,336,18,,194.26,3100,81,18,,262.24,200,393,18,,,,70,502,23,,,2,,,,
01/11/2012,10:34:25,,634,469,,,,,0,,11264,6400,381,18,,194.48,2700,90,18,,262.24,200,393,18,,,,69,506,23,,,,,,,
01/11/2012,10:34:26,,642,468,,,,,0,,11328,6600,363,18,,194.69,2950,84,18,,262.24,200,393,18,,25,,70,495,23,,,,,,,
01/11/2012,10:34:26,,633,476,,,,,0,,11392,6800,327,18,,194.69,2950,81,18,,262.24,200,390,18,,,,69,510,24,,,,,,,
01/11/2012,10:34:27,,638,479,,,,,0,,11456,6600,309,18,,194.91,3100,78,18,,262.24,200,390,18,,,24,69,522,23,,,,,,,
01/11/2012,10:34:27,,642,477,,,,,0,,11584,7000,345,18,,194.91,2800,78,18,,262.24,200,393,18,,,,70,510,24,,,,,,,
01/11/2012,10:34:28,,641,478,,,,,0,,11648,6600,390,18,,195.13,2900,78,18,,262.24,200,393,18,,,,69,487,24,,,,14,,,
01/11/2012,10:34:28,,642,473,,,,,0,,11712,6600,427,18,,195.13,3100,69,18,,264.18,200,393,18,,,,69,502,23,,,,,,,
01/11/2012,10:34:29,,633,473,,,,,0,,11776,7000,345,18,,195.35,2950,78,18,,264.18,200,393,18,,24,,69,530,24,,,,,,,
01/11/2012,10:34:29,,641,478,,,,,0,,11904,6800,318,18,,195.35,2950,69,18,,264.18,200,390,18,,,,70,518,23,,,,,,,
01/11/2012,10:34:30,,633,474,,,,,0,,11968,6800,399,18,,195.56,2750,78,18,,264.18,200,390,18,,,20,68,487,23,,,,,,,
01/11/2012,10:34:30,,642,473,,,,,0,,12032,6600,372,18,,195.56,2850,72,18,,264.18,200,393,18,,,,69,506,24,,,,,,,
01/11/2012,10:34:31,,642,470,,,,,0,,12096,7000,290,18,,195.78,2900,78,18,,264.18,200,390,18,,,,70,546,24,,,,,1,,
01/11/2012,10:34:32,,636,477,,,,,0,,12224,6800,318,18,,196,3000,69,18,,264.18,200,390,18,,,,69,514,24,,,,,,,
01/11/2012,10:34:32,,637,475,,,,,0,,12288,6600,354,18,,196,2700,75,18,,266.13,200,390,18,,27,,69,498,24,,,,,,,
01/11/2012,10:34:33,,637,474,,,,,0,,12352,6800,345,18,,196.22,2900,78,18,,266.13,200,390,18,,,,69,522,24,,,,,,,
01/11/2012,10:34:33,,642,473,,,,,0,,12416,6800,354,18,,196.22,2850,75,18,,266.13,200,390,18,,,24,66,518,23,,,,,,,
01/11/2012,10:34:34,,642,480,,,,,0,,12544,6400,327,18,,196.44,2750,75,18,,266.13,200,390,18,,,,70,502,23,,,,,,,
01/11/2012,10:34:34,,639,485,,,,,0,,12608,6400,336,18,,196.44,2800,72,18,,266.13,200,390,18,,,,70,522,24,,,,,,1,
01/11/2012,10:34:35,,633,485,,,,,0,,12672,6800,454,18,,196.65,3050,69,18,,266.13,200,390,18,,,,69,487,23,,,,,,,
01/11/2012,10:34:35,,636,486,,,,,0,,12736,6600,390,18,,196.65,2800,63,18,,268.07,200,390,18,,27,,69,495,24,,,,,,,
01/11/2012,10:34:36,,642,480,,,,,0,,12864,6400,363,18,,196.87,2900,69,18,,268.07,200,390,18,,,,69,522,23,,,,,,,
01/11/2012,10:34:37,,632,479,,,,,0,,12928,7000,381,18,,196.87,2950,72,18,,268.07,200,390,18,,,21,69,526,23,,,,,,,
01/11/2012,10:34:37,,637,477,,,,,0,,12992,6600,399,18,,197.09,2650,75,18,,268.07,200,390,18,,,,70,518,24,,,,,,,
01/11/2012,10:34:38,,642,480,,,,,0,,13056,6600,427,18,,197.09,2950,75,18,,268.07,200,390,18,,,,69,518,24,,,2,,,,
01/11/2012,10:34:38,,630,482,,,,,0,,13184,7200,363,18,,197.31,2850,69,18,,268.07,200,390,18,,,,71,510,24,,,,,,,
01/11/2012,10:34:39,,638,485,,,,,0,,13248,7200,336,18,,197.52,2950,69,18,,268.07,200,390,18,,27,,69,526,24,,,,,,,
01/11/2012,10:34:39,,629,487,,,,,0,,13312,7000,309,18,,197.52,2900,66,18,,270.01,200,390,18,,,,69,510,24,,,,,,,
01/11/2012,10:34:40,,633,494,,,,,0,,13376,6800,417,18,,197.74,2750,78,18,,270.01,200,390,18,,,15,68,491,24,,,,,,,
01/11/2012,10:34:40,,658,494,,,,,0,,13504,6600,399,18,,197.74,2950,66,18,,270.01,200,390,18,,,,69,506,24,,,,,,,
01/11/2012,10:34:41,,634,484,,,,,0,,13568,6600,309,18,,197.96,2950,72,18,,270.01,200,390,18,,,,70,526,24,,,,14,,,
01/11/2012,10:34:41,,630,487,,,,,0,,13632,7000,309,18,,197.96,3050,69,18,,270.01,200,390,18,,,,69,526,24,,,,,,,
01/11/2012,10:34:42,,642,489,,,,,0,,13696,6400,408,18,,198.18,2750,72,18,,270.01,200,390,18,,27,,69,514,23,,,,,,,
01/11/2012,10:34:43,,636,486,,,,,0,,13824,6800,372,18,,198.18,3000,66,18,,270.01,200,390,18,,,,70,510,24,,,,,,,
01/11/2012,10:34:43,,,491,,,,,0,,13888,6600,318,18,,198.39,2900,72,18,,271.95,200,390,18,,,18,69,518,23,,,,,,,
01/11/2012,10:34:44,,633,495,,,,,0,,13952,6400,390,18,,198.39,2800,72,18,,271.95,200,390,18,,,,69,502,24,,,,,,,
01/11/2012,10:34:44,,656,494,,,,,0,,14016,6800,399,18,,198.61,2900,72,18,,271.95,200,390,18,,,,69,495,23,,,,,1,,
01/11/2012,10:34:45,,636,501,,,,,0,,14144,7000,408,18,,198.61,2800,72,18,,271.95,200,390,18,,,,69,502,23,,,,,,,
01/11/2012,10:34:45,,637,506,,,,,0,,14208,6600,390,18,,198.83,2600,66,18,,271.95,200,390,18,,25,,70,506,23,,,,,,,
01/11/2012,10:34:46,,643,504,,,,,0,,14272,6800,354,18,,198.83,3100,69,18,,271.95,200,387,18,,,,69,514,24,,,,,,,
01/11/2012,10:34:46,,656,506,,,,,0,,14336,7200,372,18,,199.05,2900,63,18,,271.95,200,390,18,,,24,70,522,23,,,,,,,
01/11/2012,10:34:47,,641,502,,,,,0,,14464,6600,363,18,,199.27,2750,78,18,,273.89,200,390,18,,,,69,498,23,,,,,,,
01/11/2012,10:34:47,,656,506,,,,,0,,14528,6600,354,18,,199.27,2750,69,18,,273.89,200,390,18,,,,69,506,24,,,,,,1,
01/11/2012,10:34:48,,642,507,,,,,0,,14592,6600,327,18,,199.48,3000,66,18,,273.89,200,390,18,,,,70,487,24,,,,,,,
01/11/2012,10:34:49,,636,502,,,,,0,,14656,6800,354,18,,199.48,2950,63,18,,273.89,200,390,18,,28,,69,514,24,,,,,,,
01/11/2012,10:34:49,,645,501,,,,,0,,14784,6600,390,18,,199.7,2650,78,18,,273.89,200,390,18,,,,69,514,24,,,,,,,
01/11/2012,10:34:50,,634,500,,,,,0,,14848,6800,390,18,,199.7,2950,75,18,,273.89,200,390,18,,,20,69,498,24,,,,,,,
01/11/2012,10:34:50,,636,504,,,,,0,,14912,6800,363,18,,199.92,2800,72,18,,275.83,200,390,18,,,,70,495,24,,,,,,,
01/11/2012,10:34:51,,633,503,,,,,0,,14976,6800,372,18,,199.92,2950,66,18,,275.83,200,390,18,,,,69,502,24,,,2,,,,
01/11/2012,10:34:51,,642,506,,,,,0,,15104,6600,390,18,,200.14,2950,66,18,,275.83,200,387,18,,,,69,518,23,,,,,,,
01/11/2012,10:34:52,,656,510,,,,,0,,15168,6800,408,18,,200.14,2900,69,18,,275.83,200,387,18,,26,,69,502,24,,,,,,,
01/11/2012,10:34:52,,629,514,,,,,0,,15232,6400,454,18,,200.35,2750,63,18,,275.83,200,390,18,,,,69,495,23,,,,,,,
01/11/2012,10:34:53,,638,515,,,,,0,,15296,6800,345,18,,200.35,2900,78,18,,275.83,200,390,18,,,23,69,502,24,,,,,,,
01/11/2012,10:34:54,,633,515,,,,,0,,15424,6600,390,18,,200.57,3050,63,18,,275.83,200,387,18,,,,70,510,24,,,,,,,
01/11/2012,10:34:54,,638,510,,,,,0,,15488,6800,427,18,,200.57,2850,66,18,,277.77,200,387,18,,,,70,502,23,,,,14,,,
01/11/2012,10:34:55,,642,507,,,,,0,,15552,6800,363,18,,200.79,2750,75,18,,277.77,200,387,18,,,,70,506,23,,,,,,,
01/11/2012,10:34:55,,642,508,,,,,0,,15680,6800,381,18,,201.01,2900,72,18,,277.77,200,387,18,,26,,69,506,24,,,,,,,
01/11/2012,10:34:56,,638,503,,,,,0,,15744,6800,399,18,,201.01,2950,72,18,,277.77,200,387,18,,,,69,495,24,,,,,,,
01/11/2012,10:34:56,,645,507,,,,,0,,15808,6400,399,18,,201.22,2650,69,18,,277.77,200,387,18,,,23,69,483,23,,,,,,,
01/11/2012,10:34:57,,642,510,,,,,0,,15872,7000,381,18,,201.22,2750,81,18,,277.77,200,387,18,,,,69,506,23,,,,,,,
01/11/2012,10:34:57,,643,515,,,,,0,,16000,6600,390,18,,201.44,2800,69,18,,277.77,200,387,18,,,,70,502,23,,,,,1,,
01/11/2012,10:34:58,,634,512,,,,,0,,16064,6800,318,18,,201.44,2950,72,18,,279.71,200,387,18,,,,69,502,24,,,,,,,
01/11/2012,10:34:58,,642,519,,,,,0,,16128,6800,381,18,,201.66,2850,72,18,,279.71,200,387,18,,28,,69,502,23,,,,,,,
01/11/2012,10:34:59,,642,517,,,,,0,,16192,6600,472,18,,201.66,2900,81,18,,279.71,200,387,18,,,,69,491,24,,,,,,,
01/11/2012,10:35:00,,638,523,,,,,0,,16320,6800,399,18,,201.88,3000,66,18,,279.71,200,387,18,,,23,68,498,23,,,,,,,
01/11/2012,10:35:00,,634,524,,,,,0,,0,6800,390,18,,201.88,2550,72,18,,279.71,200,387,18,,,,69,502,23,,,,,,,
01/11/2012,10:35:01,,633,520,,,,,0,,64,7000,399,18,,202.1,2900,72,18,,279.71,200,387,18,,,,69,518,24,,,,,,1,
01/11/2012,10:35:01,,642,518,,,,,0,,128,6600,427,18,,202.1,2700,72,18,,279.71,200,387,18,,,,69,491,24,,,,,,,
01/11/2012,10:35:02,,641,528,,,,,0,,256,7000,345,18,,202.31,2800,72,18,,281.65,200,387,18,,26,,69,498,24,,,,,,,
01/11/2012,10:35:02,,636,531,,,,,0,,320,6600,408,18,,202.31,2800,78,18,,281.65,200,387,18,,,,69,487,24,,,,,,,
